"DEPCOM","millesime","nb_logt_total","nb_ls_actif","nb_ls_qpv","nb_ls_coll","nb_ls_ind","nb_ls_etu","nb_ls_loue","nb_ls_vacant","nb_ls_vacant_3","nb_ls_vide","nb_ls_association","nb_ls_autre","num_mob","denom_mob","nb_mes","nb_ls_age_0_5","nb_ls_age_5_10","nb_ls_age_10_20","nb_ls_age_20_40","nb_ls_age_40_60","nb_ls_age_60_plus","nb_ls_dpe_realise","nb_ls_dpe_new_ener_A","nb_ls_dpe_new_ener_B","nb_ls_dpe_new_ener_C","nb_ls_dpe_new_ener_D","nb_ls_dpe_new_ener_E","nb_ls_dpe_new_ener_F","nb_ls_dpe_new_ener_G","somme_loyer","somme_surface"
"78561",2025,9,9,0,9,0,0,8,0,0,0,0,1,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3710,400
"78562",2025,34,34,0,9,25,0,33,1,1,0,0,0,0,34,0,0,0,0,34,0,0,31,0,0,0,0,7,1,0,14032,2109
"78567",2025,7,7,0,7,0,0,5,0,0,2,0,0,0,5,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,2065,263
"78569",2025,4,4,0,4,0,0,2,2,0,0,0,0,1,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,595,79
"78571",2025,18,18,0,17,1,0,18,0,0,0,0,0,4,18,0,0,15,0,0,0,3,16,0,0,0,0,0,0,0,10535,1051
"78575",2025,370,370,0,275,95,0,336,26,1,1,5,2,39,329,33,57,62,51,195,0,5,364,0,3,218,44,2,0,0,212444,21648
"78576",2025,25,25,0,25,0,0,23,0,0,0,0,2,2,23,0,0,10,15,0,0,0,25,0,0,0,0,0,0,0,11293,1430
"78586",2025,5263,5201,2134,5168,33,0,4775,47,16,188,20,171,162,4821,1,137,29,280,729,3313,713,5088,34,5,607,1479,183,11,0,2218491,318180
"78597",2025,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,799,169
"78601",2025,2,2,0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,930,139
"78605",2025,20,20,0,20,0,0,19,1,1,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8064,1169
"78616",2025,67,67,0,63,4,0,64,1,0,1,0,1,3,65,0,0,0,67,0,0,0,67,0,4,59,4,0,0,0,29275,3890
"78620",2025,66,66,0,30,36,0,64,0,0,1,0,1,2,64,0,0,0,39,27,0,0,66,0,0,0,20,7,0,0,40557,4729
"78621",2025,7041,6887,6038,6443,444,0,6100,140,23,405,47,195,261,6154,86,148,156,305,198,4671,1409,6532,86,126,1745,2660,434,11,2,2929472,421757
"78624",2025,577,577,0,538,39,0,545,20,1,1,3,8,36,545,20,64,160,113,174,64,2,441,0,24,69,36,2,2,0,270911,33888
"78638",2025,357,357,0,335,22,0,314,31,6,2,0,10,20,297,49,119,64,45,27,0,102,321,0,20,123,4,0,0,0,149732,19047
"78640",2025,1943,1903,0,1139,0,764,1285,38,7,4,4,572,156,1323,0,87,280,973,74,425,64,1732,3,74,398,287,169,1,0,620759,71144
"78642",2025,1962,1932,0,1896,36,0,1842,31,11,11,1,47,146,1844,29,42,189,61,373,557,710,1824,7,55,352,12,0,0,0,899774,113609
"78643",2025,974,948,802,935,13,0,802,22,12,67,12,45,46,807,21,21,0,66,132,0,729,940,0,0,702,48,0,0,0,326539,43634
"78644",2025,1478,1467,1287,1288,0,179,1207,44,38,141,4,71,74,1251,0,0,180,0,0,964,323,995,0,0,180,144,0,0,0,480819,71501
"78646",2025,7954,7453,0,6945,157,351,6828,141,42,31,37,416,453,6944,25,184,275,438,934,1748,3874,6413,6,39,1541,808,189,40,14,3125999,390027
"78650",2025,1017,1017,0,1017,0,0,981,18,4,1,1,16,93,994,5,268,142,72,192,228,115,899,0,154,145,251,49,5,4,538453,55417
"78653",2025,4,4,0,4,0,0,4,0,0,0,0,0,1,4,0,0,0,4,0,0,0,4,0,0,2,2,0,0,0,1906,266
"78672",2025,373,373,0,372,1,0,276,9,2,3,77,8,30,285,0,128,34,106,32,46,27,364,0,0,46,0,10,3,5,140416,16722
"78674",2025,842,842,0,766,76,0,801,9,3,1,9,22,56,810,0,184,157,57,231,135,78,787,10,2,243,38,0,1,0,407916,48706
"78681",2025,14,14,0,0,14,0,13,1,1,0,0,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,5969,849
"78683",2025,224,224,0,213,11,0,220,3,1,0,0,1,12,223,0,19,144,61,0,0,0,120,0,9,10,0,0,0,0,105295,13260
"78686",2025,1092,1092,0,856,71,165,862,30,5,12,10,178,42,876,16,114,143,288,216,96,235,1052,23,15,424,160,32,1,3,448987,51349
"78688",2025,992,992,0,815,47,130,777,62,0,3,9,141,42,618,221,326,34,263,317,51,1,752,75,8,101,290,33,5,5,432087,49948
"79001",2025,31,31,0,8,23,0,21,10,7,0,0,0,2,31,0,0,0,0,15,14,2,31,0,0,1,0,15,0,0,8404,1498
"79003",2025,375,375,0,59,316,0,366,6,0,0,0,3,20,360,12,33,28,151,94,68,1,373,4,23,140,140,19,3,0,157771,26652
"79005",2025,148,148,0,29,119,0,142,4,2,1,0,1,7,146,0,0,9,27,44,41,27,148,0,5,13,40,24,2,1,52970,9046
"79008",2025,16,16,0,0,16,0,16,0,0,0,0,0,2,16,0,0,0,6,10,0,0,16,0,0,0,3,2,0,0,5988,966
"79010",2025,16,16,0,0,16,0,15,1,1,0,0,0,0,16,0,0,0,0,12,4,0,16,0,0,0,8,6,0,0,6566,1053
"79012",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,802,125
"79013",2025,110,110,0,6,104,0,109,0,0,0,0,1,9,109,0,0,0,12,49,42,7,110,0,0,11,39,21,1,0,43439,7682
"79014",2025,78,78,0,16,62,0,75,2,0,0,0,1,11,77,0,0,0,0,6,33,39,78,0,0,7,30,16,9,1,26302,4784
"79020",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,3,0,0,0,2520,453
"79024",2025,9,9,0,2,7,0,9,0,0,0,0,0,2,9,0,0,0,0,9,0,0,9,0,0,0,4,3,0,0,3236,552
"79025",2025,4,4,0,0,4,0,4,0,0,0,0,0,1,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,1820,272
"79029",2025,10,10,0,4,6,0,10,0,0,0,0,0,3,10,0,0,0,0,10,0,0,10,0,0,0,2,8,0,0,3070,588
"79030",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,932,144
"79031",2025,35,29,0,0,29,0,29,0,0,0,0,0,1,29,0,0,0,0,8,21,0,29,0,0,1,12,9,0,0,10316,1858
"79032",2025,4,4,0,2,2,0,4,0,0,0,0,0,1,4,0,0,0,0,4,0,0,4,0,0,0,1,0,0,0,1608,299
"79034",2025,13,13,0,13,0,0,13,0,0,0,0,0,2,13,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,4525,661
"79038",2025,10,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,5,5,0,10,0,0,2,0,0,0,0,3989,672
"79040",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,823,146
"79042",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,909,148
"79046",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,2,0,0,2973,444
"79048",2025,107,107,0,0,107,0,104,2,2,0,0,1,4,106,0,20,0,0,29,58,0,107,0,15,9,43,19,1,0,42125,7481
"79049",2025,995,961,380,614,347,0,902,15,2,1,30,13,68,914,3,12,54,61,191,544,99,958,0,19,490,251,124,5,0,312062,59571
"79050",2025,12,12,0,6,6,0,12,0,0,0,0,0,2,12,0,0,0,0,10,0,2,12,0,0,0,2,4,0,0,4245,709
"79056",2025,16,16,0,0,16,0,15,1,1,0,0,0,0,16,0,0,0,6,10,0,0,16,0,0,6,0,0,0,0,7047,1070
"79057",2025,37,37,0,0,37,0,36,0,0,0,0,1,1,36,0,0,0,0,24,13,0,37,0,0,6,11,10,2,0,15059,2738
"79058",2025,12,12,0,0,12,0,12,0,0,0,0,0,4,12,0,0,0,6,6,0,0,12,0,0,0,4,5,2,0,5018,828
"79061",2025,220,220,0,14,206,0,217,1,0,0,0,2,13,218,0,2,0,16,46,156,0,220,0,2,67,73,27,8,0,85127,16143
"79062",2025,512,512,0,127,385,0,491,15,8,0,0,6,28,506,0,13,35,109,153,167,35,512,0,10,134,159,68,2,0,197983,34516
"79063",2025,50,50,0,7,43,0,49,0,0,0,0,1,4,49,0,0,0,8,24,11,7,50,0,0,8,8,9,0,0,21226,3433
"79064",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1353,255
"79066",2025,8,8,0,3,5,0,8,0,0,0,0,0,1,8,0,0,0,3,5,0,0,8,0,0,0,4,0,0,0,3183,577
"79069",2025,16,16,0,2,14,0,16,0,0,0,0,0,1,16,0,0,0,0,9,5,2,16,0,0,3,0,2,0,0,6421,1079
"79076",2025,52,52,0,6,46,0,50,1,0,0,1,0,4,51,0,0,0,6,16,24,6,52,0,2,15,19,3,8,0,18879,3260
"79079",2025,297,297,0,13,284,0,286,7,4,0,2,2,18,287,6,6,2,24,131,74,60,297,4,2,25,158,63,12,1,110552,19599
"79080",2025,60,60,0,0,60,0,58,0,0,0,2,0,0,58,0,0,0,9,50,1,0,60,0,5,10,25,3,0,0,22696,3867
"79081",2025,513,513,0,103,410,0,503,7,4,0,0,3,38,463,47,125,63,251,28,46,0,501,47,41,132,99,13,0,0,227475,35933
"79083",2025,62,62,0,0,62,0,60,1,1,0,0,1,5,61,0,0,0,5,0,57,0,62,0,2,12,29,10,0,0,22438,3983
"79084",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,2,1,0,3,0,0,1,2,0,0,0,1184,211
"79087",2025,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1261,274
"79088",2025,18,18,0,0,18,0,17,0,0,0,0,1,3,17,0,0,0,8,10,0,0,18,0,0,0,15,2,0,0,7278,1182
"79090",2025,22,22,0,0,22,0,20,2,1,0,0,0,0,22,0,0,0,4,3,15,0,22,0,0,1,14,2,0,0,8238,1543
"79091",2025,10,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,6,4,0,0,10,0,0,0,0,0,0,0,4544,753
"79092",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,2,1,0,0,0,1231,227
"79094",2025,12,12,0,0,12,0,12,0,0,0,0,0,0,12,0,0,4,0,8,0,0,12,0,0,6,6,0,0,0,5237,818
"79095",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,2,0,3,0,5,0,0,1,1,0,0,0,2138,399
"79096",2025,29,29,0,0,29,0,28,1,0,0,0,0,4,29,0,0,10,9,7,3,0,29,0,0,1,6,0,0,0,12540,2048
"79100",2025,83,83,0,11,72,0,83,0,0,0,0,0,7,83,0,0,0,13,46,20,4,83,0,0,21,29,11,2,0,34959,5444
"79101",2025,57,57,0,0,57,0,57,0,0,0,0,0,6,48,9,27,0,0,18,12,0,57,27,0,3,9,13,3,0,20095,3377
"79102",2025,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,326,116
"79103",2025,29,29,0,0,29,0,29,0,0,0,0,0,3,29,0,0,0,0,1,28,0,29,0,0,0,18,5,4,0,10446,2128
"79104",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,1328,209
"79109",2025,172,172,0,15,157,0,168,3,1,0,0,1,16,164,7,39,74,32,26,0,1,171,40,19,21,23,19,8,0,69574,11165
"79114",2025,105,105,0,0,105,0,103,1,0,0,0,1,15,104,0,0,0,98,7,0,0,105,0,0,7,13,2,0,0,47789,8192
"79115",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,2,2,0,0,1556,250
"79116",2025,7,7,0,0,7,0,7,0,0,0,0,0,1,7,0,0,0,0,7,0,0,7,0,0,0,6,1,0,0,2623,455
"79120",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,2,3,0,0,5,0,0,0,0,1,0,0,2088,378
"79122",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,2,3,0,0,0,1777,357
"79123",2025,57,57,0,5,52,0,55,2,1,0,0,0,5,53,4,4,9,22,10,12,0,53,0,10,26,13,3,0,0,23290,3898
"79125",2025,24,24,0,0,24,0,24,0,0,0,0,0,2,24,0,0,0,0,8,16,0,24,0,0,11,11,0,0,0,8177,1321
"79126",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,1778,273
"79129",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,4,0,0,0,1991,342
"79130",2025,106,106,0,4,102,0,105,0,0,0,0,1,6,105,0,0,0,0,37,69,0,106,0,0,0,53,26,0,0,41037,7003
"79131",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,2,2,0,0,0,0,1665,274
"79132",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,2,0,0,1850,285
"79133",2025,15,15,0,0,15,0,14,0,0,0,0,1,2,14,0,0,0,5,10,0,0,15,0,0,3,9,2,0,0,5850,927
"79134",2025,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,328,65
"79135",2025,8,8,0,0,8,0,7,1,1,0,0,0,2,8,0,0,0,4,4,0,0,8,0,0,4,0,0,0,0,3147,480
"79136",2025,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,324,66
"79147",2025,21,21,0,0,21,0,19,2,1,0,0,0,1,21,0,0,0,5,9,7,0,21,0,2,1,7,2,0,0,7858,1422
"79148",2025,41,41,0,0,41,0,40,1,1,0,0,0,3,41,0,0,0,18,11,12,0,41,0,6,25,4,1,0,0,18495,3238
"79157",2025,12,12,0,7,5,0,12,0,0,0,0,0,1,12,0,0,0,0,12,0,0,12,0,0,0,0,5,2,0,5563,1018
"79158",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,1421,258
"79162",2025,85,85,0,34,51,0,82,0,0,0,0,3,9,82,0,15,4,0,51,15,0,85,4,8,11,13,14,0,0,30907,5018
"79163",2025,4,4,0,0,4,0,3,0,0,0,0,1,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1478,272
"79164",2025,7,7,0,0,7,0,7,0,0,0,0,0,0,7,0,0,0,0,1,6,0,7,0,0,0,4,3,0,0,2693,604
"79166",2025,17,17,0,0,17,0,17,0,0,0,0,0,3,17,0,12,0,0,5,0,0,17,0,10,1,0,0,0,0,7221,1165
"79170",2025,50,50,0,14,36,0,49,1,0,0,0,0,1,50,0,0,14,0,24,10,2,49,0,0,1,13,9,0,0,19278,3199
"79172",2025,35,35,0,0,35,0,34,1,0,0,0,0,1,35,0,0,0,0,30,5,0,35,0,5,9,18,0,0,0,13694,2323
"79174",2025,539,539,0,61,478,0,525,10,5,0,0,4,20,515,20,20,0,34,151,229,105,539,0,20,79,285,43,1,0,204536,35403
"79176",2025,27,27,0,3,24,0,27,0,0,0,0,0,1,27,0,0,0,0,8,19,0,27,0,0,6,8,0,0,0,10157,1950
"79179",2025,191,191,0,41,150,0,188,3,1,0,0,0,19,191,0,0,13,2,103,71,2,191,1,6,9,81,77,0,0,71369,12722
"79183",2025,8,8,0,0,8,0,8,0,0,0,0,0,1,8,0,0,0,2,6,0,0,8,0,0,0,2,0,0,0,3565,566
"79184",2025,70,70,0,5,65,0,70,0,0,0,0,0,5,70,0,0,0,16,20,34,0,70,0,7,2,27,8,0,0,28016,4831
"79185",2025,31,31,0,0,31,0,31,0,0,0,0,0,0,31,0,18,0,0,13,0,0,31,0,10,8,1,0,0,0,12602,2009
"79189",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,2272,420
"79191",2025,6317,6267,2643,4805,1371,91,5739,224,162,155,54,95,465,5934,194,249,350,824,1292,2665,887,6156,23,47,1535,1954,324,14,2,2166211,366121
"79195",2025,327,327,0,49,278,0,309,5,1,6,6,1,28,314,0,20,0,24,161,110,12,321,8,3,37,88,79,12,1,122070,21052
"79196",2025,14,14,0,0,14,0,14,0,0,0,0,0,1,14,0,0,0,3,6,4,1,14,0,0,3,2,0,0,0,6145,1027
"79200",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,839,144
"79201",2025,38,38,0,0,38,0,36,1,0,0,0,1,3,37,0,0,0,0,20,18,0,38,0,0,2,18,8,0,0,14543,2607
"79202",2025,541,541,0,375,166,0,496,12,2,0,29,4,29,502,6,6,27,76,80,245,107,535,0,30,219,218,26,2,0,174345,33122
"79204",2025,9,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,1,2,4,0,0,3236,539
"79207",2025,9,9,0,0,9,0,9,0,0,0,0,0,2,9,0,0,0,4,5,0,0,9,0,0,1,2,0,0,0,3990,670
"79208",2025,10,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,4,6,0,0,10,0,0,4,1,0,0,0,4372,686
"79210",2025,39,39,0,16,23,0,39,0,0,0,0,0,1,39,0,0,0,8,31,0,0,39,0,0,2,17,10,0,0,13750,2409
"79213",2025,65,65,0,0,65,0,62,3,3,0,0,0,1,65,0,0,0,10,54,1,0,65,0,2,6,9,20,0,0,24731,3894
"79216",2025,31,31,0,0,31,0,31,0,0,0,0,0,1,31,0,0,0,0,21,10,0,31,0,0,11,8,9,1,0,12227,2207
"79220",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,2610,414
"79235",2025,20,20,0,5,15,0,20,0,0,0,0,0,2,20,0,0,0,3,10,4,3,20,0,0,3,4,6,1,0,7386,1276
"79236",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,2,0,0,0,0,2670,420
"79238",2025,18,18,0,0,18,0,18,0,0,0,0,0,4,18,0,0,0,4,8,6,0,18,0,0,0,4,0,0,0,6926,1210
"79239",2025,27,27,0,0,27,0,26,1,0,0,0,0,0,27,0,0,0,0,7,20,0,27,0,0,0,0,2,0,0,9983,1814
"79242",2025,10,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,3,7,0,10,0,0,0,4,0,0,0,3855,687
"79246",2025,22,22,0,4,18,0,22,0,0,0,0,0,1,22,0,0,0,0,22,0,0,18,0,0,0,1,9,2,0,10183,1483
"79251",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,1236,223
"79253",2025,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,399,66
"79254",2025,9,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,3,6,0,0,9,0,0,1,0,0,0,0,4028,671
"79257",2025,26,26,0,0,26,0,25,1,1,0,0,0,0,26,0,0,0,5,12,9,0,26,0,1,6,13,0,1,0,10192,1715
"79258",2025,20,20,0,3,17,0,19,1,1,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,12,3,1,0,2,7883,1344
"79259",2025,29,29,0,0,29,0,29,0,0,0,0,0,1,29,0,0,0,13,16,0,0,29,0,0,0,13,7,0,0,11874,1873
"79265",2025,10,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,9,0,1,10,0,0,0,0,0,0,0,4626,744
"79267",2025,14,14,0,0,14,0,13,0,0,0,0,1,2,13,0,0,0,0,6,8,0,14,0,0,0,5,3,4,0,4541,824
"79268",2025,30,30,0,5,25,0,30,0,0,0,0,0,2,30,0,8,0,8,8,6,0,30,0,0,3,4,9,0,0,12470,2023
"79270",2025,645,640,0,551,89,0,569,41,22,0,23,7,55,610,0,0,0,34,79,331,196,602,0,2,69,71,60,3,0,222597,37475
"79277",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1402,227
"79280",2025,7,7,0,0,7,0,7,0,0,0,0,0,0,7,0,0,0,3,4,0,0,7,0,0,2,4,0,0,0,2976,509
"79281",2025,13,13,0,0,13,0,13,0,0,0,0,0,0,13,0,0,3,4,6,0,0,13,0,4,0,2,1,0,0,5929,939
"79283",2025,5,5,0,0,5,0,5,0,0,0,0,0,1,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,2072,296
"79284",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,2,1,0,0,0,1177,209
"79285",2025,14,14,0,0,14,0,13,0,0,0,0,1,2,13,0,0,0,0,9,5,0,14,0,0,0,6,3,0,0,5124,959
"79289",2025,27,27,0,7,20,0,26,1,0,0,0,0,4,27,0,0,0,3,12,5,7,27,0,0,0,11,3,0,0,10400,1755
"79290",2025,8,8,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,6,2,0,0,8,0,0,5,1,0,0,0,3491,631
"79293",2025,12,12,0,0,12,0,11,0,0,0,0,1,1,11,0,0,0,6,6,0,0,12,0,0,6,4,2,0,0,5073,756
"79295",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,958,168
"79298",2025,31,31,0,0,31,0,30,1,0,0,0,0,0,31,0,12,0,15,4,0,0,31,12,0,12,3,0,0,0,14595,2213
"79299",2025,36,36,0,5,31,0,33,3,2,0,0,0,2,36,0,2,0,2,8,18,6,36,0,2,4,12,7,0,0,13342,2401
"79300",2025,12,12,0,0,12,0,12,0,0,0,0,0,1,12,0,4,0,0,8,0,0,12,0,0,3,3,0,0,0,5321,850
"79303",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,1392,209
"79306",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,886,142
"79307",2025,36,36,0,4,32,0,31,1,1,4,0,0,0,32,0,0,0,0,12,20,4,36,0,0,5,6,8,2,0,11550,2235
"79308",2025,7,7,0,0,7,0,6,0,0,0,0,1,0,6,0,2,0,0,5,0,0,7,2,0,0,4,1,0,0,2602,377
"79310",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1936,356
"79311",2025,50,50,0,16,34,0,49,0,0,0,0,1,2,49,0,0,0,16,17,17,0,50,0,14,12,15,5,0,0,17057,3050
"79313",2025,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,443,81
"79316",2025,6,6,0,0,6,0,5,1,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,2,1,0,0,2119,362
"79319",2025,4,4,0,0,4,0,4,0,0,0,0,0,1,4,0,0,0,0,4,0,0,4,0,0,0,1,3,0,0,1928,284
"79322",2025,17,17,0,0,17,0,17,0,0,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,3,7,3,1,0,6296,1175
"79326",2025,46,46,0,0,46,0,43,2,1,0,0,1,4,45,0,0,0,2,18,26,0,46,0,1,2,8,12,0,0,15325,2815
"79329",2025,1109,1109,507,799,310,0,976,88,61,0,37,8,85,1064,0,14,27,41,206,543,278,1107,0,28,257,465,147,43,1,325868,63034
"79334",2025,5,5,0,0,5,0,4,0,0,0,0,1,0,4,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,2084,312
"79335",2025,10,10,0,6,4,0,8,0,0,0,2,0,1,8,0,0,0,0,10,0,0,6,0,0,0,5,1,0,0,2830,461
"79336",2025,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"79337",2025,29,29,0,0,29,0,28,0,0,0,0,1,3,28,0,14,0,1,14,0,0,29,8,3,5,8,0,0,0,10687,1870
"79339",2025,14,14,0,0,14,0,12,2,1,0,0,0,0,14,0,0,0,0,10,4,0,14,0,0,2,0,2,8,0,3707,696
"79342",2025,9,9,0,0,9,0,9,0,0,0,0,0,3,9,0,0,0,9,0,0,0,9,0,6,2,0,0,0,0,4157,636
"79345",2025,15,15,0,0,15,0,14,1,0,0,0,0,1,15,0,0,0,0,10,5,0,15,0,0,0,10,3,0,0,5634,990
"79347",2025,21,21,0,0,21,0,21,0,0,0,0,0,2,21,0,0,0,4,5,12,0,21,0,0,4,4,0,0,0,8518,1553
"79351",2025,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,655,139
"79355",2025,59,59,0,0,59,0,59,0,0,0,0,0,0,54,5,34,8,12,5,0,0,59,25,0,11,3,1,0,0,26642,4336
"80001",2025,3999,3999,2618,3168,831,0,3959,33,8,3,4,0,267,3992,0,78,291,506,754,1838,532,3998,42,85,459,715,95,7,0,1476380,260579
"80003",2025,30,30,0,0,30,0,28,2,1,0,0,0,2,30,0,8,0,6,16,0,0,30,0,0,1,8,10,0,1,10312,1588
"80009",2025,24,24,0,2,22,0,24,0,0,0,0,0,3,24,0,0,0,15,7,0,2,24,0,0,1,2,5,0,0,11577,1778
"80010",2025,146,146,0,34,112,0,136,2,2,0,1,7,9,138,0,0,0,35,16,95,0,137,0,5,73,25,0,0,0,59190,10347
"80011",2025,130,130,0,75,55,0,128,2,2,0,0,0,7,130,0,0,0,14,37,50,29,130,0,18,34,30,6,12,10,49657,8806
"80013",2025,265,265,0,52,213,0,254,1,0,4,6,0,20,255,0,0,0,46,15,93,111,259,0,0,110,66,56,7,0,101478,19019
"80016",2025,715,688,0,446,242,0,664,10,5,5,7,2,50,674,0,0,12,100,168,218,190,686,0,0,135,231,152,20,7,260260,42643
"80020",2025,27,27,0,19,8,0,27,0,0,0,0,0,3,27,0,0,0,7,18,0,2,27,0,3,17,6,1,0,0,17100,1975
"80021",2025,23625,23494,11539,20230,2243,1021,20990,497,274,676,705,626,1494,21312,175,989,1652,2233,3413,10544,4663,22645,292,2872,7118,4295,1678,335,37,8989358,1358440
"80029",2025,13,13,0,0,13,0,12,0,0,1,0,0,1,12,0,0,12,0,1,0,0,13,0,2,1,0,0,0,0,5555,853
"80033",2025,15,15,0,0,15,0,15,0,0,0,0,0,2,15,0,0,0,0,0,15,0,15,0,0,0,15,0,0,0,5547,1051
"80034",2025,5,5,0,5,0,0,5,0,0,0,0,0,1,5,0,0,0,0,5,0,0,5,0,0,0,0,1,0,0,2020,338
"80039",2025,41,41,0,18,23,0,39,2,0,0,0,0,1,41,0,0,0,0,23,18,0,41,0,20,5,0,0,0,0,22365,3092
"80050",2025,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1755,274
